,country,year,GPD
3829,Denmark,2013,250226368470.189
3830,Djibouti,2013,2578959158.02198
3831,Dominica,2013,724593839.316794
3832,Dominican Republic,2013,122220685949.163
3833,Ecuador,2013,167037643517.848
3834,Egypt,2013,880522789267.021
3835,El Salvador,2013,47729359130.2793
3836,Equatorial Guinea,2013,35477614647.9406
3837,Eritrea,2013,7330402936.0
3838,Estonia,2013,34463620323.5236
3839,Ethiopia,2013,125797887490.473
3840,Faeroe Islands,2013,
3841,Falkland Islands,2013,
3842,Fiji,2013,7018032870.56697
3843,Finland,2013,214449485305.036
3844,France,2013,2466164105017.59
3845,French Guiana,2013,
3846,French Polynesia,2013,
3847,Gabon,2013,29989972997.37
3848,Gambia,2013,2973283849.90826
3849,Georgia,2013,31167144420.4853
3850,Germany,2013,3460863889363.96
3851,Ghana,2013,100308950459.436
3852,Gibraltar,2013,
3853,Greece,2013,260380827733.851
3854,Greenland,2013,
3855,Grenada,2013,1192821166.81768
3856,Guadeloupe,2013,
3857,Guam,2013,
3858,Guatemala,2013,109252019647.802
3859,Guinea,2013,14245600355.981
3860,Guinea-Bissau,2013,2346686834.48665
3861,Guyana,2013,5066308147.58883
3862,Haiti,2013,16997107258.1096
3863,Holy See,2013,
3864,Honduras,2013,36168591807.1898
3865,Hong Kong,2013,371333416543.1
3866,Hungary,2013,227738740862.854
3867,Iceland,2013,13305404152.6332
3868,India,2013,6497808984441.81
3869,Indonesia,2013,2430416378087.98
3870,Iran,2013,1236225507334.8
3871,Iraq,2013,510895507236.369
3872,Ireland,2013,208105274375.952
3873,Isle of Man,2013,
3874,Israel,2013,253349451706.14
3875,Italy,2013,2061195636901.32
3876,Jamaica,2013,22889540026.3498
3877,Japan,2013,4734411121784.69
3878,Jordan,2013,73674613032.6082
3879,Kazakhstan,2013,391347997459.661
3880,Kenya,2013,120048350544.561
3881,Kiribati,2013,198720833.241466
3882,Kosovo,2013,15660777512.8179
3883,Kuwait,2013,266584630667.396
3884,Kyrgyzstan,2013,17848252275.5774
3885,Laos,2013,31501281295.4774
3886,Latvia,2013,43511980801.3517
3887,Lebanon,2013,74260979632.0894
3888,Lesotho,2013,5567737919.5975
3889,Liberia,2013,3508712338.29124
3890,Libya,2013,122562000000.0
3891,Liechtenstein,2013,
3892,Lithuania,2013,74379290155.6661
3893,Luxembourg,2013,49338788565.7995
3894,Macao,2013,77917041830.1816
3895,Macedonia,2013,24655032763.6254
3896,Madagascar,2013,31326945612.3574
3897,Malawi,2013,17607664359.1505
3898,Malaysia,2013,689915353684.602
3899,Maldives,2013,4501654227.81276
3900,Mali,2013,29556652103.8294
3901,Malta,2013,12866273346.6766
3902,Marshall Islands,2013,195278769.528498
3903,Martinique,2013,
3904,Mauritania,2013,14070155948.2755
3905,Mauritius,2013,22188578982.5302
3906,Mayotte,2013,
3907,Mexico,2013,1999280048752.23
3908,Micronesia,2013,342234552.568107
3909,Moldova,2013,16162537831.8084
3910,Monaco,2013,
3911,Mongolia,2013,30757005096.1357
3912,Montenegro,2013,9039441397.71877
3913,Montserrat,2013,
3914,Morocco,2013,240167994730.471
3915,Mozambique,2013,27348721677.8104
3916,Myanmar,2013,229350981325.279
3917,Namibia,2013,21448961036.1072
3918,Nauru,2013,109058169.294167
3919,Nepal,2013,60558825273.2816
3920,Netherlands,2013,759417257663.058
3921,Netherlands Antilles,2013,
3922,New Caledonia,2013,
3923,New Zealand,2013,150880372570.77
3924,Nicaragua,2013,27074172629.6242
3925,Niger,2013,16100888419.3894
3926,Nigeria,2013,941462775527.185
3927,Niue,2013,
3928,Norfolk Island,2013,
3929,North Korea,2013,
3930,Northern Mariana Islands,2013,
3931,Norway,2013,318997414640.789
3932,Oman,2013,155603128698.117
3933,Pakistan,2013,811181430791.264
3934,Palau,2013,268634100.642565
3935,Panama,2013,73151285881.6534
3936,Papua New Guinea,2013,18728710649.0005
3937,Paraguay,2013,53195031260.9932
3938,Peru,2013,349373952099.962
3939,Philippines,2013,621094861179.511
3940,Pitcairn,2013,
3941,Poland,2013,896028779347.904
3942,Portugal,2013,268277869876.533
3943,Puerto Rico,2013,121602747285.265
3944,Qatar,2013,275991080905.441
3945,Republic of Congo,2013,25263572638.6131
3946,Reunion,2013,
3947,Romania,2013,379864226153.902
3948,Russia,2013,3608352767277.39
3949,Rwanda,2013,16797633966.2886
3950,Saint Helena,2013,
3951,Saint Kitts and Nevis,2013,1190937335.50258
3952,Saint Lucia,2013,1849490497.27979
3953,Saint Pierre and Miquelon,2013,
3954,Saint Vincent and the Grenadines,2013,1114328563.05479
3955,Samoa,2013,1047215316.67029
3956,San Marino,2013,
3957,Sao Tome and Principe,2013,521057624.579474
3958,Saudi Arabia,2013,1478747795506.51
3959,Senegal,2013,30968287438.6453
3960,Serbia,2013,95246503418.2287
3961,Seychelles,2013,2229961158.36295
3962,Sierra Leone,2013,11456883708.9668
3963,Singapore,2013,421384279235.337
3964,Sint Maarten,2013,
3965,Slovakia,2013,143891871970.657
3966,Slovenia,2013,56915809657.2816
3967,Solomon Islands,2013,1145659464.62869
3968,Somalia,2013,
3969,South Africa,2013,662472228350.571
3970,South Korea,2013,1641395685771.39
3971,South Sudan,2013,22192852779.8577
3972,Spain,2013,1430171277524.0
3973,Sri Lanka,2013,210763820905.572
3974,State of Palestine,2013,18755698038.8829
3975,Sudan,2013,153934476283.923
3976,Suriname,2013,8388805093.61818
3977,Svalbard and Jan Mayen Islands,2013,
3978,Swaziland,2013,9986751736.31494
3979,Sweden,2013,417384170200.757
3980,Switzerland,2013,455049381545.482
3981,Syria,2013,
3982,Taiwan,2013,988325000000.0
3983,Tajikistan,2013,19958653930.8182
3984,Tanzania,2013,113887487533.288
3985,Thailand,2013,1006035885181.38
3986,Timor-Leste,2013,2417713847.66974
3987,Togo,2013,8981135250.1421
3988,Tokelau,2013,
3989,Tonga,2013,521418839.845921
3990,Trinidad and Tobago,2013,43043865355.6622
3991,Tunisia,2013,116660425528.66
3992,Turkey,2013,1429227986962.89
3993,Turkmenistan,2013,71028255139.6201
3994,Turks and Caicos Islands,2013,
3995,Tuvalu,2013,34844776.3055454
3996,Uganda,2013,61356078258.6293
3997,Ukraine,2013,379333910074.22
3998,United Arab Emirates,2013,562645776803.703
3999,United Kingdom,2013,2381099002786.65
4000,United States of America,2013,16129125392354.4
4001,United States Virgin Islands,2013,
4002,Uruguay,2013,65674219687.9447
4003,Uzbekistan,2013,153253189967.997
4004,Vanuatu,2013,731628322.616058
4005,Venezuela,2013,535572061140.563
4006,Viet Nam,2013,459724894293.841
4007,Wallis and Futuna Islands,2013,
4008,Western Sahara,2013,
4009,Yemen,2013,99051722973.8034
4010,Zambia,2013,54198193616.0752
4011,Zimbabwe,2013,25091757935.9754
4012,Afghanistan,2014,58321801149.6039
4013,Albania,2014,30957828788.2172
4014,Algeria,2014,527362178700.557
4015,American Samoa,2014,
4016,Andorra,2014,
4017,Angola,2014,168525688985.459
4018,Anguilla,2014,
4019,Antigua and Barbuda,2014,1909973652.64697
4020,Argentina,2014,807947088975.413
4021,Armenia,2014,23165822343.3975
4022,Aruba,2014,
4023,Australia,2014,1015234732343.37
4024,Austria,2014,376876927646.277
4025,Azerbaijan,2014,159379851638.987
4026,Bahamas,2014,8524058540.3123
4027,Bahrain,2014,58582302008.6935
4028,Bangladesh,2014,473918520089.175
4029,Barbados,2014,4340988903.28517
4030,Belarus,2014,164511606330.176
4031,Belgium,2014,463561620993.921
4032,Belize,2014,2833142669.76019
4033,Benin,2014,20585039357.0999
4034,Bermuda,2014,
4035,Bhutan,2014,5719645280.13305
4036,Bolivia,2014,66804663950.5043
4037,Bosnia and Herzegovina,2014,37421060376.4463
4038,Botswana,2014,33743572317.2544
4039,Brazil,2014,3138959326013.66
4040,British Virgin Islands,2014,
4041,Brunei Darussalam,2014,31326263639.6957
4042,Bulgaria,2014,117766723619.864
4043,Burkina Faso,2014,27725798562.9134
4044,Burundi,2014,7944817041.22709
4045,Cambodia,2014,47710823823.1125
4046,Cameroon,2014,64574399632.3341
4047,Canada,2014,1526509617960.04
4048,Cape Verde,2014,3159241348.0031
4049,Cayman Islands,2014,
4050,Central African Republic,2014,2717299201.42758
4051,Chad,2014,28178973531.0897
4052,Chile,2014,389417373951.819
4053,China,2014,17406241622921.9
4054,Colombia,2014,607674407442.042
4055,Comoros,2014,1087506713.99995
4056,Cook Islands,2014,
4057,Costa Rica,2014,67873822791.279
4058,Cote d'Ivoire,2014,68628124138.5448
4059,Croatia,2014,85457530768.658
4060,Cuba,2014,229197876526.544
4061,Curacao,2014,
4062,Cyprus,2014,25328967302.9463
4063,Czech Republic,2014,306494069347.29
4064,Dem. Rep. Congo,2014,53238837472.4915
4065,Denmark,2014,254419998057.199
4066,Djibouti,2014,2733701719.03921
4067,Dominica,2014,754932315.931655
4068,Dominican Republic,2014,131520414964.851
4069,Ecuador,2014,173706969723.433
4070,Egypt,2014,900147802069.485
4071,El Salvador,2014,48409627569.1056
4072,Equatorial Guinea,2014,35237330814.189
4073,Eritrea,2014,7444494824.0
4074,Estonia,2014,35436501690.9189
4075,Ethiopia,2014,138728887617.939
4076,Faeroe Islands,2014,
4077,Falkland Islands,2014,
4078,Fiji,2014,7400267892.60848
4079,Finland,2014,213094747666.23
4080,France,2014,2481864239716.28
4081,French Guiana,2014,
4082,French Polynesia,2014,
4083,Gabon,2014,31284003482.1141
4084,Gambia,2014,2999373245.35763
4085,Georgia,2014,32608104952.8576
4086,Germany,2014,3516076369519.48
4087,Ghana,2014,104307130433.746
4088,Gibraltar,2014,
4089,Greece,2014,261299579486.283
4090,Greenland,2014,
4091,Grenada,2014,1280574279.73681
4092,Guadeloupe,2014,
4093,Guam,2014,
4094,Guatemala,2014,113812383733.033
4095,Guinea,2014,14302582558.1215
4096,Guinea-Bissau,2014,2406317909.34847
4097,Guyana,2014,5260900751.63311
4098,Haiti,2014,17472487497.0658
4099,Holy See,2014,
4100,Honduras,2014,37284470612.9167
4101,Hong Kong,2014,381292337482.602
4102,Hungary,2014,236956059157.09
4103,Iceland,2014,13561736276.2409
4104,India,2014,6964314858352.5
4105,Indonesia,2014,2552517800424.51
4106,Iran,2014,1289919026344.15
4107,Iraq,2014,511202600762.953
4108,Ireland,2014,225715905910.357
4109,Isle of Man,2014,
4110,Israel,2014,261363014023.971
4111,Italy,2014,2063089772591.85
4112,Jamaica,2014,23048535597.5033
4113,Japan,2014,4750302872768.09
4114,Jordan,2014,75955822381.0949
4115,Kazakhstan,2014,407784613352.967
4116,Kenya,2014,126449159812.211
4117,Kiribati,2014,203507397.5077
4118,Kosovo,2014,15851609389.0175
4119,Kuwait,2014,267917846910.193
4120,Kyrgyzstan,2014,18566472841.7351
4121,Laos,2014,33869082708.3475
4122,Latvia,2014,44425501732.7843
4123,Lebanon,2014,75597677265.4621
4124,Lesotho,2014,5820612265.61612
4125,Liberia,2014,3533313381.37627
4126,Libya,2014,92973595270.0
4127,Liechtenstein,2014,
4128,Lithuania,2014,76978858369.7848
4129,Luxembourg,2014,51660776678.7289
4130,Macao,2014,77253107600.2496
4131,Macedonia,2014,25528026633.8836
4132,Madagascar,2014,32365701440.127
4133,Malawi,2014,18611301228.2862
4134,Malaysia,2014,731394213595.733
4135,Maldives,2014,4771633126.29453
4136,Mali,2014,31638432393.3785
4137,Malta,2014,13311572385.4322
4138,Marshall Islands,2014,193424313.177908
4139,Martinique,2014,
4140,Mauritania,2014,14661976825.4096
4141,Mauritius,2014,23019446838.3168
4142,Mayotte,2014,
4143,Mexico,2014,2044170054963.91
4144,Micronesia,2014,330588634.735525
4145,Moldova,2014,16938339607.2362
4146,Monaco,2014,
4147,Mongolia,2014,33182264406.1461
4148,Montenegro,2014,9200673635.63951
4149,Montserrat,2014,
4150,Morocco,2014,246294787554.874
4151,Mozambique,2014,29384516058.2905
4152,Myanmar,2014,247678976353.734
4153,Namibia,2014,22834308593.7594
4154,Nauru,2014,148890789.92941
4155,Nepal,2014,64185684029.7077
4156,Netherlands,2014,770198630775.042
4157,Netherlands Antilles,2014,
4158,New Caledonia,2014,
4159,New Zealand,2014,156276119941.105
4160,Nicaragua,2014,28310166046.9443
4161,Niger,2014,17235968520.7962
4162,Nigeria,2014,1000866424115.25
4163,Niue,2014,
4164,Norfolk Island,2014,
4165,North Korea,2014,
4166,Northern Mariana Islands,2014,
4167,Norway,2014,325118399319.471
4168,Oman,2014,159559710512.528
4169,Pakistan,2014,849101793880.401
4170,Palau,2014,280068582.792504
4171,Panama,2014,77579377510.2612
4172,Papua New Guinea,2014,20327000424.5066
4173,Paraguay,2014,55707078172.8341
4174,Peru,2014,357599378478.891
4175,Philippines,2014,659717183968.628
4176,Pitcairn,2014,
4177,Poland,2014,925441552087.749
4178,Portugal,2014,270673842796.877
4179,Puerto Rico,2014,
4180,Qatar,2014,286972440751.688
4181,Republic of Congo,2014,26976427946.1947
4182,Reunion,2014,
4183,Romania,2014,391549998116.842
4184,Russia,2014,3634746359911.87
4185,Rwanda,2014,17975002374.428
4186,Saint Helena,2014,
4187,Saint Kitts and Nevis,2014,1261953602.36549
4188,Saint Lucia,2014,1857576269.42162
4189,Saint Pierre and Miquelon,2014,
4190,Saint Vincent and the Grenadines,2014,1127166923.02343
4191,Samoa,2014,1059741554.79038
4192,San Marino,2014,
4193,Sao Tome and Principe,2014,553403223.552657
4194,Saudi Arabia,2014,1532554977479.37
4195,Senegal,2014,32303346110.5784
4196,Serbia,2014,93502253146.6635
4197,Seychelles,2014,2303928636.12486
4198,Sierra Leone,2014,11978947819.8427
4199,Singapore,2014,435121471159.851
4200,Sint Maarten,2014,
4201,Slovakia,2014,147591119892.014
4202,Slovenia,2014,58683774179.5408
4203,Solomon Islands,2014,1162929436.60713
4204,Somalia,2014,
4205,South Africa,2014,673263049955.896
4206,South Korea,2014,1696242061195.7
4207,South Sudan,2014,22941561619.7032
4208,Spain,2014,1449893314942.59
4209,Sri Lanka,2014,221046151065.778
4210,State of Palestine,2014,18551000395.5424
4211,Sudan,2014,158059014825.417
4212,Suriname,2014,8543403157.33225
4213,Svalbard and Jan Mayen Islands,2014,
4214,Swaziland,2014,10261235870.843
4215,Sweden,2014,428254217021.832
4216,Switzerland,2014,464136199660.449
4217,Syria,2014,
4218,Taiwan,2014,1024110000000.0
4219,Tajikistan,2014,21295734185.9823
4220,Tanzania,2014,121819902871.073
4221,Thailand,2014,1014261567594.45
4222,Timor-Leste,2014,2559419348.20945
4223,Togo,2014,9508482932.38876
4224,Tokelau,2014,
4225,Tonga,2014,532184494.268111
4226,Trinidad and Tobago,2014,42795964865.3593
4227,Tunisia,2014,120006390807.025
4228,Turkey,2014,1472392361703.97
4229,Turkmenistan,2014,78344165398.0803
4230,Turks and Caicos Islands,2014,
4231,Tuvalu,2014,35623858.7892491
4232,Uganda,2014,64536672413.8946
4233,Ukraine,2014,354477604622.423
4234,United Arab Emirates,2014,579974615919.951
4235,United Kingdom,2014,2454210261787.93
4236,United States of America,2014,16511459482557.4
4237,United States Virgin Islands,2014,
4238,Uruguay,2014,67801270546.5163
4239,Uzbekistan,2014,165666698358.432
4240,Vanuatu,2014,748682624.286249
4241,Venezuela,2014,514714815230.269
4242,Viet Nam,2014,487233244248.599
4243,Wallis and Futuna Islands,2014,
4244,Western Sahara,2014,
4245,Yemen,2014,98864822047.4775
4246,Zambia,2014,56743246685.4208
4247,Zimbabwe,2014,26057361624.5315
